StdInChIKey,SMILES,LogS,T,Source
ons36,"c1ccc2c(c1)C(=O)c1cccc(c1C2=O)Cl	",-2.210257085,NA,ONSchallenge
ons37,"Cc1c(CSCCN/C(=N/C)/NC#N)nc[nH]1	",-0.8301577,NA,ONSchallenge
ons38,"c1ccc(cc1)C=CC(=O)O	",0.048740946,NA,ONSchallenge
ons39,"C/C=C/C(=O)O	",0.788875116,NA,ONSchallenge
ons4,"c1ccc2c(c1)c(C=O)c1ccccc1c2Cl	",0.24797326,NA,ONSchallenge
ons40,"c1ccc(cc1)/C=C/C(=O)/C=C/c1ccccc1	",-0.98716277,NA,ONSchallenge
ons41,"COC(=O)/C=C/C(=O)OC	",-1.0473521,NA,ONSchallenge
ons42,"c1ccc(cc1)S(=O)(=O)c1ccccc1	",0.060697839,NA,ONSchallenge
ons43,"c1ccc(cc1)C(c1ccccc1)C(=O)O	",-0.80000001,NA,ONSchallenge
ons45,"C[C@]12CCCCC1=CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1C[C@H](C2=O)F	",-1.993533958,NA,ONSchallenge
ons46,"c1cc(CNc2cc(c(cc2C(=O)O)S(=O)(=O)N)Cl)oc1	",-1.3840499,NA,ONSchallenge
ons47,"C(C(=O)O)N	",-3.408935393,NA,ONSchallenge
ons48,"C[C@H]1COc2c3c(cc(c2N2CCN(C)CC2)F)c(=O)c(cn13)C(=O)O	",-1.743533091,NA,ONSchallenge
ons5,"c1ccc(c(c1)C(=O)O)N=Nc1ccc(cc1)O	",-1.0779113,NA,ONSchallenge
ons50,"C(=CC(=O)O)C(=O)O	",0.532754379,NA,ONSchallenge
ons55,"c1cc(cc(c1)Nc1c(cccn1)C(=O)O)C(F)(F)F	",-0.97061622,NA,ONSchallenge
ons56,"Cc1ccc(cc1)S(=O)(=O)O	",-1.3372421,NA,ONSchallenge
ons57,"Cc1ccc(cc1)S(=O)(=O)C[N+]#[C-]	",-0.55518258,NA,ONSchallenge
ons58,"CCC1(c2ccccc2)C(=NC(=O)N=C1O)O	",0.698100546,NA,ONSchallenge
ons59,"c1ccc(cc1)CC(=O)O	",0.671172843,NA,ONSchallenge
ons61,"COc1cc(/C=C/C(=O)O)cc(c1O)OC	",-0.10237291,NA,ONSchallenge
ons62,"C(CCCC(=O)O)CCC(=O)O	",-0.34055558,NA,ONSchallenge
ons63,"c1ccc(cc1)C(c1ccccc1)(c1ccccc1)c1ccccc1	",-3.609999999,NA,ONSchallenge
ons67,"CCCCNC(=O)C(c1cc2ccccc2c2ccccc12)N(Cc1ccco1)C(=O)Cc1ccccc1	",-2,NA,ONSchallenge
ons68,"CC(C)(C)NC(=O)C(c1ccccc1)N(Cc1ccco1)C(=O)CNC(=O)OC(C)(C)C	",-1.759303401,NA,ONSchallenge
ons69,"CCCCCCCCCCC(=O)O	",0.595496222,NA,ONSchallenge
ons7,"C(CC(=O)O)C(=O)C(=O)O	",0.4756712,NA,ONSchallenge
ons70,"COc1cc(ccc1O)C=O	",0.39269695,NA,ONSchallenge
ons71,"COc1ccc(cc1OC)C=O	",0.739572344,NA,ONSchallenge
ons8,"CCC(c1ccccc1)C(=O)O	",0.792391689,NA,ONSchallenge
ons9,"Cc1ccc(cc1C)C=O	",0.877371346,NA,ONSchallenge
ONZOGXRINCURBP-NXEZZACHSA-N,CC(C)COC(=O)[C@H]([C@@H](C(=O)OCC(C)C)O)O,0.244851692,25,Reaxys
OODJJYRBUHRYQO-UHFFFAOYSA-N,CCC(CC)(CC(C)C)OC(=O)NC(=O)N,-1.23520234,16,Reaxys
OPNZKSWUAFBELV-UHFFFAOYSA-N,c1ccc(cc1)COC(=O)NC(=O)N,-1.945804181,17,Reaxys
OPOPTXYBSHDZOM-UHFFFAOYSA-N,CCCCC(CC)CC(CC)(CC)C(=O)NO,0,26,Reaxys
OQQBRZJNECDPEX-QVIHXGFCSA-N,c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/N=N/c1ccc(cc1)S(=O)(=O)C(F)(F)F,-2.130189117,25,Reaxys
ORCAYCBZJPDNPE-UHFFFAOYSA-N,CC1CCCCC1OC(=O)NC(=O)N,-1.43525916,18,Reaxys
OROGSEYTTFOCAN-DNJOTXNNSA-N,CN1CC[C@]23[C@H]4C=C[C@@H]([C@@H]3Oc3c(ccc(C[C@@H]14)c23)OC)O,0.222761727,25,Reaxys
ORQISITYMWGFKX-UHFFFAOYSA-N,CCC1(CCO)C(=O)NC(=S)NC1=O,-0.564126195,25,Reaxys
ORZXJYFZPFFYJC-UHFFFAOYSA-N,CN(C)c1ccc(cc1)C(C#N)(c1ccccc1)c1ccc(cc1)N(C)C,-2.508637242,24.5,Reaxys
OSBLXHNHXUZTPI-UHFFFAOYSA-N,c1ccc2c(c1)c(=O)nc(c1ccccc1S(=O)(=O)N)[nH]2,-2.612749267,22.5,Reaxys
OSCAUVQGTDAMQI-UHFFFAOYSA-N,c1ccc(cc1)C(c1ccccc1)(C(=O)NNS(=O)(=O)c1ccccc1)O,-0.71333159,21,Reaxys
OSZUGFVVDWLSBH-UHFFFAOYSA-N,CCCCCCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,-2.761892022,20,Reaxys
OTLNPYWUJOZPPA-UHFFFAOYSA-N,c1cc(ccc1C(=O)O)[N+](=O)[O-],-0.860124642,25,Reaxys
OVBPIULPVIDEAO-LBPRGKRZSA-N,c1cc(ccc1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCc1cnc2c(c(=O)nc(N)[nH]2)n1,-2.921360783,25,Reaxys
OWEKLAQTSKJVEG-UHFFFAOYSA-N,CCOC(=O)NC(C)(C(=O)O)NC(=O)OCC,0.626228979,20,Reaxys
OZHJEQVYCBTHJT-UHFFFAOYSA-N,Cc1c(c(c(c(c1Br)Br)Br)Br)Br,-3.670157508,20,Reaxys
PBPVEQLHHMEARQ-UHFFFAOYSA-N,c1ccc(cc1)Nc1ccc(cc1)n1nc2ccccc2n1,-1.155845958,25,Reaxys
PCMMEMLVVTUFTM-UHFFFAOYSA-N,COc1ccc(cc1)N=Cc1ccc(cc1)[N+](=O)[O-],-1.962574264,22,Reaxys
PCMORTLOPMLEFB-UHFFFAOYSA-N,COc1cc(C=CC(=O)O)cc(c1O)OC,-0.687277577,24.99,Reaxys
PCOBBVZJEWWZFR-UHFFFAOYSA-N,CCOC(=O)Nc1ccc(cc1N)NCc1ccc(cc1)F,-1.18089396,20,Reaxys
PCZOHLXUXFIOCF-BXMDZJJMSA-N,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](CC(=O)O3)O)[C@@H]12,-1.218807164,25,Reaxys
PDKQJNXSAFZHTL-UHFFFAOYSA-N,Cc1ccc(cc1)C(CCC(c1ccccc1)(c1ccc(C)cc1)O)(c1ccccc1)O,-1.90910954,22,Reaxys
PDMLSWLQHBTLJF-UHFFFAOYSA-N,c1ccc2cc(ccc2c1)OP(=O)(Oc1ccc2ccccc2c1)Oc1ccc2ccccc2c1,-2.678033738,25,Reaxys
PDZIFGIQUYFQGK-UHFFFAOYSA-N,c1ccc2c(c1)c1CCCC(=O)c1[nH]2,-0.990246259,20,Reaxys
PFVCRIULCASTAH-ZMGSENCKSA-N,CC1(C)C2CC[C@@]1(C)C(=O)/C/2=C(/c1ccccc1)\O,-0.983952847,17,Reaxys
PHAAHAOHZXTVJB-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCC(=O)O,-2.52923583,21,Reaxys
PHMBVCPLDPDESM-FKSUSPILSA-N,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)O)C(=O)O,-1.093780574,17,Reaxys
PITGSQSQGJDIOP-UHFFFAOYSA-N,c1ccc2c(c1)c1=NC3=CC=CC(=Nc4c5ccccc5c(N=C5C=CC=C(C5)N=c2[nH]1)[nH]4)C3,0.160128574,25,Reaxys
PJANXHGTPQOBST-VAWYXSNFSA-N,c1ccc(cc1)/C=C/c1ccccc1,-1.25995379,25,Reaxys
PJBFVWGQFLYWCB-UHFFFAOYSA-N,CCCn1c2c(c(=O)n(CCC)c1=O)[nH]c(C13CC4CC(CC3C4)C1)n2,-1.296748044,20,Reaxys
PJHUABJTDFXYRQ-UHFFFAOYSA-N,c1ccc(cc1)C(=O)N=[N+]=[N-],0.008276759,20,Reaxys
POOSGDOYLQNASK-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCCC,-2.45058394,19.85,Reaxys
PORJPNDHJDOGPF-QVIHXGFCSA-N,c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/N=N/c1ccc(cc1C(F)(F)F)N(=O)=O,-3.236573593,25,Reaxys
POULHZVOKOAJMA-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)O,0.555510462,20,Reaxys
PREBVFJICNPEKM-UHFFFAOYSA-N,c1cc(ccc1C=CC(=O)CC(=O)C=Cc1ccc(cc1)O)O,-0.764745547,20,Reaxys
PRWFRMQHEAGAIW-UHFFFAOYSA-N,CCCCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,-2.685396149,20,Reaxys
PSVPUHBSBYJSMQ-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(cc1)C=O,-2.168330068,24.99,Reaxys
PTFIPECGHSYQNR-UHFFFAOYSA-N,CCCCCCCCCCCCCCCc1cccc(c1)O,0.591476024,24.39,Reaxys
PUIYMUZLKQOUOZ-UHFFFAOYSA-N,CC(C)c1ccc(cc1)NC(=O)N(C)C,-0.566285938,20,Reaxys
PUJZLTUHWQIHCE-UHFFFAOYSA-N,Cc1ccccc1S(=O)(=O)NNC(=O)C(c1ccccc1)(c1ccccc1)O,-0.314498856,21,Reaxys
PUQGLFHFIJAAOI-UHFFFAOYSA-N,c1cc2c3ccc(cc3C(c2cc1Br)O)N,-1.924085877,18,Reaxys
PUUPGXQPWDWTPH-GTPODGLVSA-N,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OC(=O)C(C)C,-2.057621417,20,Reaxys
PXDJXZJSCPSGGI-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC,-3.090170447,22,Reaxys
PYGWGZALEOIKDF-UHFFFAOYSA-N,Cc1cc(cc(C)c1Oc1c(c(N)nc(Nc2ccc(cc2)C#N)n1)Br)C#N,-3.767782892,25,Reaxys
PYJGXCNXONGNRV-UHFFFAOYSA-N,CC(c1ccccc1)OC(=O)NC(=O)N,-1.486007272,19,Reaxys
PYZRQGJRPPTADH-UHFFFAOYSA-N,c1cc(c(c(c1)Cl)Cl)c1c(N)nc(N)nn1,-1.848997955,25.04,Reaxys
PZEADHJHZRSKKI-UHFFFAOYSA-N,c1ccc(cc1)C(c1ccccc1)(C(=O)NNS(=O)(=O)c1ccc(cc1)N)O,-1.962800068,21,Reaxys
QAISXTKWTBOYAA-UHFFFAOYSA-N,CCC(C(=O)O)NC=O,-0.449776358,25,Reaxys
QCDYQQDYXPDABM-UHFFFAOYSA-N,c1c(cc(cc1O)O)O,0.53062241,25,Reaxys
QCWBDMSQWLNWJC-UHFFFAOYSA-N,CCCC1(CCO)C(=O)NC(=S)NC1=O,-0.204123,25,Reaxys
QCXJEYYXVJIFCE-UHFFFAOYSA-N,CC(=O)Nc1ccc(cc1)C(=O)O,-0.767004244,20,Reaxys
QDYSGXFAJGAMSR-UHFFFAOYSA-N,CCCCCCCOC(=O)NC(=O)N,-1.703837128,19.7,Reaxys
QGCVSGJZKFEJPE-UHFFFAOYSA-N,c1ccc(cc1)c1cccc(c1)/N=C/c1ccc(cc1N(=O)=O)N(=O)=O,-2.065501258,22,Reaxys
QGVNJRROSLYGKF-UHFFFAOYSA-N,CCC1(CC)C(=O)NC(=S)NC1=O,-0.014917656,20,Reaxys
QHMTXANCGGJZRX-WUXMJOGZSA-N,CC1=NNC(=O)N(C1)/N=C/c1cccnc1,-1.984737284,20,Reaxys
QHZLMUACJMDIAE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)OCC(CO)O,-0.907458668,25,Reaxys
QIGBRXMKCJKVMJ-UHFFFAOYSA-N,c1cc(ccc1O)O,0.533701714,24.5,Reaxys
QIQXTHQIDYTFRH-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)O,-0.600165637,25,Reaxys
QIVBCDIJIAJPQS-UHFFFAOYSA-N,c1ccc2c(c1)c(CC(C(=O)O)N)c[nH]2,-3.320665467,25,Reaxys
QJVXKWHHAMZTBY-GCPOEHJPSA-N,COc1cc(/C=C/CO)cc(c1O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)OC,-2.071674923,20,Reaxys
QLBIYHGOHHPBCC-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)OCCCl,-1.320844297,25,Reaxys
QNMFHVHLGOZVAH-UHFFFAOYSA-N,CN(c1ccccc1)c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],-2.025641699,25,Reaxys
QNWYCJHWPFCTIO-NXEZZACHSA-N,CC(C)[C@@](CC[C@](C)(C(=O)O)O)(C(=O)O)O,-0.749541691,20,Reaxys
QPGPCPKDVSPJAY-UHFFFAOYSA-N,c1cc(I)oc1C=O,-0.869196505,20,Reaxys
QPPBRPIAZZHUNT-UHFFFAOYSA-N,Cc1ccnc(n1)NS(=O)(=O)c1ccc(cc1)N,-2.101837285,24,Reaxys
QQCJUMIKRNTBRZ-UHFFFAOYSA-N,c1ccc(cc1)C1C(=O)C(=O)OC1c1ccc2c(c1)OCO2,-2.210200097,17,Reaxys
QRBSSDMZLRKOGR-OCEACIFDSA-N,c1ccc(cc1)N=Nc1ccc(cc1)N(c1ccccc1)c1ccccc1,-0.714448841,25,Reaxys
QSACCXVHEVWNMX-UHFFFAOYSA-N,CC(=O)Nc1ccccc1C(=O)O,-0.568635787,20,Reaxys
QUHHFMIVCMIFRS-UHFFFAOYSA-N,CCOC(=O)C(C(C(=O)OCC)OC(=O)C)OC(=O)C,0.598792806,24.2,Reaxys
QVPPQDAPAFWTCK-UHFFFAOYSA-N,c1cc(ccc1Cl)NC(=S)NNC(=O)c1ccncc1,-3.955554542,24.99,Reaxys
QVQAYZIOQVYOBF-UHFFFAOYSA-N,CCCCCCCCCCCCC1C(=O)N=C(N)S1,-2.027519105,25,Reaxys
QWZBEFCPZJWDKC-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)OC(=O)CCCCCCCCCCCCCCC,-2.439194048,20,Reaxys
QXAGNLMTCODAJH-UHFFFAOYSA-N,CCCC(CCC)OC(=O)NC(=O)N,-1.693113263,16.5,Reaxys
QXBKGKVIXWSWEB-UHFFFAOYSA-N,c1ccc(cc1)c1ccc(cc1)/C=N/c1cccc(c1)c1ccccc1,-2.13076902,22,Reaxys
QXSAKPUBHTZHKW-UHFFFAOYSA-N,c1cc(ccc1C(=O)N)O,0.170261202,20,Reaxys
QYSPLQLAKJAUJT-UHFFFAOYSA-N,CN1C(=C(c2ccccc2S1(=O)=O)O)C(=O)Nc1ccccn1,-2.438899077,24.99,Reaxys
QYSXJUFSXHHAJI-YRZJJWOYSA-N,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C\3/C[C@H](CCC3=C)O)/CCC[C@]12C,0.595269013,25,Reaxys
QZBWILJNDGNYNA-UHFFFAOYSA-N,Cc1cccc(c1OCC(=O)Nc1ccccc1)Cl,-0.440491896,25,Reaxys
RAHRBPFKDAZSCJ-UHFFFAOYSA-N,c1ccc(cc1)c1c(ccc(c1[N+](=O)[O-])O)[N+](=O)[O-],-0.394128008,25,Reaxys
RAIYSMBJSNYWPU-QWWZWVQMSA-N,CCOC(=O)[C@H]([C@H](C(=O)N)O)O,-1.072362614,22,Reaxys
RAYRRTBHPMNPSP-UHFFFAOYSA-N,c1ccc(cc1)Nc1cccc(c1N)Cl,-0.686608467,20,Reaxys
RBOXVHNMENFORY-DNJOTXNNSA-N,CN1CC[C@]23[C@H]4CC[C@@H]([C@@H]3Oc3c(ccc(C[C@@H]14)c23)OC)O,-0.456942235,20,Reaxys
REFJWTPEDVJJIY-UHFFFAOYSA-N,c1cc(c(cc1c1c(c(=O)c2c(cc(cc2o1)O)O)O)O)O,-1.581767392,25.44,Reaxys
RENUKYOICMBIKE-UHFFFAOYSA-N,CC(C)CC(C)OC(=O)NC(=O)N,-1.815289433,16.5,Reaxys
REQGKPUCIBDMFW-OUKQBFOZSA-N,CCCCCCC/C=C/C(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,-2.477818615,20,Reaxys
RFVNOJDQRGSOEL-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)OCCO,-0.999204807,25,Reaxys
RGDPZMQZWZMONQ-UHFFFAOYSA-N,CC(=O)Nc1cccc(c1)C(=O)O,-1.214669172,20,Reaxys
RGHHSNMVTDWUBI-UHFFFAOYSA-N,c1cc(ccc1C=O)O,0.539322329,24.22,Reaxys
RHTVQEPJVKUMPI-UHFFFAOYSA-N,c1ccc(cc1)Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],-2.402484727,15,Reaxys
RJFKAACXQHIYTD-UHFFFAOYSA-N,CCCCCCCCC(CC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C)O,-2.001074769,20,Reaxys
RJKGJBPXVHTNJL-UHFFFAOYSA-N,c1ccc2c(c1)cccc2[N+](=O)[O-],-0.323508953,25,Reaxys
RJUJQBSIFOSCCE-SFTDATJTSA-N,CCCCCCCC[C@@H]([C@H](CCCCCCCCCCCC(=O)O)O)N(=O)=O,-0.049896619,18,Reaxys
RJWYTISHBMNMOZ-UHFFFAOYSA-N,c1cc2c(Cc3cc(ccc23)N)cc1Br,-1.517953347,18,Reaxys
RLNMMRFIGZSWJX-UHFFFAOYSA-N,c1cc(c(c2c1cc(cc2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])Cl,-2.531144873,15,Reaxys
RMBFBMJGBANMMK-UHFFFAOYSA-N,Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],-0.965213683,15,Reaxys
RNSGYMFGBVMZSJ-UHFFFAOYSA-N,CC(C)OC(=O)NC(=O)N,-1.253629325,16,Reaxys
RNXRXBFLIGLDTC-UHFFFAOYSA-N,CCCCOC(=O)NC(=O)N,-1.114684198,18,Reaxys
ROAXLGSFGIOFMH-UHFFFAOYSA-N,c1ccc2c(c1)nc(CSCc1nc3ccccc3o1)o2,-0.190347928,24.99,Reaxys
ROHFNLRQFUQHCH-UHFFFAOYSA-N,CC(C)CC(C(=O)O)N,-2.977971986,25,Reaxys
ROORDVPLFPIABK-UHFFFAOYSA-N,c1ccc(cc1)OC(=O)Oc1ccccc1,-0.639030045,24.84,Reaxys
RPWFJAMTCNSJKK-UHFFFAOYSA-N,CCCCCCCCCCCCOC(=O)c1cc(c(c(c1)O)O)O,0.169483185,20,Reaxys
RRGUKTPIGVIEKM-UHFFFAOYSA-N,C1CCC(CC1)n1c(CCCCOc2ccc3c(CCC(=O)N3)c2)nnn1,-1.98098835,25,Reaxys
RRKTZKIUPZVBMF-IBTVXLQLSA-N,COc1cc2c(cc1OC)N1C(=O)C[C@H]3[C@@H]4[C@H]5C[C@H]6[C@]2(CCN6CC5=CCO3)[C@@H]14,0.227894327,25,Reaxys
RSQSQJNRHICNNH-NFMPGMCNSA-N,C=C1C[C@]23C[C@H]1CC[C@H]2[C@]12CC[C@@H]([C@](C)([C@H]1[C@@H]3C(=O)O)C(=O)O2)O,-1.6435879,24.99,Reaxys
RTOHDISBHWDUCE-UHFFFAOYSA-N,C=CCc1ccc(c(c1)OC)OCCSCCOc1ccc(CC=C)cc1OC,-2.617593681,18,Reaxys
RUBNOJFDOZNHSQ-UHFFFAOYSA-N,C=CCNC(=S)NNc1ccc(cc1)[N+](=O)[O-],-0.886966081,25,Reaxys
RUCHWTKMOWXHLU-UHFFFAOYSA-N,c1cc(c(cc1[N+](=O)[O-])C(=O)O)N,-1.114267759,18,Reaxys
RUGHUJBHQWALKM-UHFFFAOYSA-N,c1ccc(cc1)C(c1ccccc1)C(c1ccccc1)c1ccccc1,-2.720888368,20,Reaxys
RVKRJABUQLMQNO-CGRMRQBZSA-N,Cc1cc2C(c3ccc(c(c3C(=O)c2c(c1)O)OC)O)C1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O,-1.887724776,15,Reaxys
RWCCWEUUXYIKHB-UHFFFAOYSA-N,c1ccc(cc1)C(=O)c1ccccc1,-0.129832963,17.6,Reaxys
RWTQCZGAMKTBRV-PTHRTHQKSA-N,CCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@H]23)C1,-2.070758013,20,Reaxys
RWWVEQKPFPXLGL-ONCXSQPRSA-N,CC(C)C1=CC[C@H]2C(=C1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)C(=O)O,-1.70251239,20,Reaxys
RWYAKNFAVJTZAH-UHFFFAOYSA-N,CCCCCCCCCCC1C(=O)N=C(N)S1,-1.753799911,25,Reaxys
RXLOPKDPLPCVBH-UHFFFAOYSA-N,c1ccc2c(c1)cccc2NC(=O)NCCC(=O)O,-2.123908523,25,Reaxys
RXQDBVWDABAAHL-UHFFFAOYSA-N,c1ccc(cc1)COC(=O)NCCCCCC(=O)O,0.061201085,20,Reaxys
RYHOJIIKEZFTLE-UWVGGRQHSA-N,CC1(C)[C@@]2(C)CC[C@@]1(C(=O)OC2=O)Cl,-1.456273421,18,Reaxys
RZICIAUTWVCXQM-KKQCNMDGSA-N,C1[C@@H]([C@H]([C@@H]([C@@H](O1)ON(=O)=O)ON(=O)=O)ON(=O)=O)ON(=O)=O,-0.802671124,20,Reaxys
RZVAJINKPMORJF-UHFFFAOYSA-N,CC(=O)Nc1ccc(cc1)O,-0.052566894,25,Reaxys
RZVHIXYEVGDQDX-UHFFFAOYSA-N,c1ccc2c(c1)C(=O)c1ccccc1C2=O,-1.77781932,25,Reaxys
RZYNKBXUQOCKSI-UHFFFAOYSA-N,Cc1ccc(cc1)N(/C(=N/c1ccccc1)/Nc1ccccc1)c1[nH]c2ccc(C)cc2n1,-2.737778954,15,Reaxys
SATCULPHIDQDRE-UHFFFAOYSA-N,c1cc2c(cc1C=O)OCO2,0.823520944,20,Reaxys
SDACGHLXIUCCIC-ONEGZZNKSA-N,CC1(C)CC(=CC(=C(C#N)C#N)C1)/C=C/c1ccc(cc1)O,-2.196486306,25,Reaxys
SDKSKRHLYWDWGB-XXXNUIEVSA-N,COc1ccc2c(c1)c(ccn2)[C@H]([C@@H]1C[C@H]2CCN1C[C@@H]2C(=O)O)O,-2.376164922,25,Reaxys
SEHYCGWJONNDKG-OCEACIFDSA-N,c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/N=N/c1ccc(cc1)N(=O)=O,-2.221129619,25,Reaxys
SIOXPEMLGUPBBT-UHFFFAOYSA-N,c1ccnc(c1)C(=O)O,-0.357903099,25,Reaxys
SKKUAUZTZZRYPW-UHFFFAOYSA-N,c1ccc2c(c1)c(cc(c2Cl)[N+](=O)[O-])[N+](=O)[O-],-2.152037413,25,Reaxys
SKZKKFZAGNVIMN-UHFFFAOYSA-N,c1ccc(c(c1)C(=O)N)O,-0.2924297,20,Reaxys
SLAMLWHELXOEJZ-UHFFFAOYSA-N,c1ccc(c(c1)C(=O)O)[N+](=O)[O-],0.346342884,25,Reaxys
SLXKOJJOQWFEFD-UHFFFAOYSA-N,C(CCC(=O)[O-])CC[NH3+],-2.721651726,25,Reaxys
SMNDYUVBFMFKNZ-UHFFFAOYSA-N,c1cc(C(=O)O)oc1,0.551813258,24.5,Reaxys
SMXPXFWPPUYMKY-ZAUJTXRMSA-N,c1ccc(cc1)/C=C/C=N/NC(=O)C(=O)N,-3.336913804,20,Reaxys
SMYZJQPSSQUXLM-FWJOYPJLSA-N,C[C@@H]1CCC[C@H](C1)NC(=O)c1ccc2ccccc2c1,-0.300009502,26,Reaxys
SNIOPGDIGTZGOP-UHFFFAOYSA-N,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],0.213147688,20,Reaxys
SNNRJYFQCCUBLH-UHFFFAOYSA-N,CCCCCCC(CC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C)O,-1.782676142,20,Reaxys
SOSYJTMKRFNDSU-UHFFFAOYSA-N,CC(C)(C)OC(=O)NC(=O)N,-1.345451013,15,Reaxys
SPJQDMKTFSPPLO-UHFFFAOYSA-N,CC(C)(C)S(=O)(=O)C(C)(C)C,-0.044315724,20,Reaxys
SPSSULHKWOKEEL-UHFFFAOYSA-N,Cc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],-1.141621798,22,Reaxys
SRBFZHDQGSBBOR-IOVATXLUSA-N,C1[C@H]([C@@H]([C@H](C(O)O1)O)O)O,-1.245804519,25,Reaxys
SSVSELJXJJCANX-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)NN,-2.475452859,19,Reaxys
STFUKMOFLHNGMB-UHFFFAOYSA-N,CCCCCCCCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,-2.21336048,20,Reaxys
SVHAKCBZAPWQHW-UHFFFAOYSA-N,CC(=O)OC1C(C(C(C(C1OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)Br,-3.48023793,20,Reaxys
SWJPEBQEEAHIGZ-UHFFFAOYSA-N,c1cc(ccc1Br)Br,-0.867589008,25,Reaxys
SWVDVLJUASRKES-UHFFFAOYSA-N,CCC(C(C)C)OC(=O)NC(=O)N,-1.140823795,20,Reaxys
SXNXKULRKDCYLM-UHFFFAOYSA-N,c1ccc(cc1)Cn1cc(CO)nn1,0.154186179,24.99,Reaxys
SZTDSGCADFWGKM-UHFFFAOYSA-N,C(CO)CP(=O)(CCCO)CCCO,-0.411966222,24.96,Reaxys
TUNFSRHWOTWDNC-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=O)O,-0.184944653,20,Reaxys
TWMZHJMQNOMUGB-IBGZPJMESA-N,CC(C)(CO)[C@@H](C(=O)NCCC(=O)NCCSC(=O)c1cccc2ccccc12)O,-0.880152424,20,Reaxys
TWRPLCZREDAZEZ-DVKNGEFBSA-N,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],-1.102460505,20,Reaxys
TXXHDPDFNKHHGW-ZPUQHVIOSA-N,C(=C\C(=O)O)/C=C/C(=O)O,-2.000113088,25,Reaxys
TYKNIXUIZSBZSO-UHFFFAOYSA-N,CC1(C)C2CCC1(C)C(=O)C2Cl,-0.169738033,20,Reaxys
TYMLOMAKGOJONV-UHFFFAOYSA-N,c1cc(ccc1N)[N+](=O)[O-],-0.47235575,25,Reaxys
TZXKOCQBRNJULO-UHFFFAOYSA-N,Cc1c(c(=O)ccn1C)O,-1.610709477,25.04,Reaxys
UATJOMSPNYCXIX-UHFFFAOYSA-N,c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],-1.158333962,18,Reaxys
UBEZGTUPVRSCCP-UHFFFAOYSA-N,CN(C)c1ccc(cc1)NC(=O)N(C=O)c1ccc(cc1)N(C)C,-2.274082705,20,Reaxys
